"","PCT_RS.result","PCT_RR.result","PCT_RC.result","PCT_XB.result","PCT_SB.result","PCT_CB.result","PCT_GC.result","PCT_GF.result","PCT_SA.result","PCT_FN.result","PCT_HP.result","PCT_WD.result","PCT_OT.result","PCT_BDRK.result","PCT_BIGR.result","PCT_SFGF.result","PCT_SAFN.result","XSDGM.result","XSPGM.result","SB_PT_D50.result","SB_PT_D10.result","SB_PT_D25.result","SB_PT_D75.result","SB_PT_D90.result","SB_PP_D50.result","SB_PP_D10.result","SB_PP_D25.result","SB_PP_D75.result","SB_PP_D90.result","XEMBED.result","XEMBED.count","XEMBED.sd","PCT_CPOM.result"
"SMC02452 2011-06-30",0,0,4.76190476190476,0.952380952380952,3.80952380952381,1.9047619047619,1.9047619047619,17.1428571428571,60.9523809523809,4.76190476190476,0,0,3.80952380952381,0,8.57142857142857,82.8571428571428,65.7142857142857,3.22231853033086,2.1836166010821,1.03,1.03,1.03,9,157,1.03,1.03,1.03,1.03,9,77.5,2,3.53553390593274,0
"SMC02457 2010-05-31",0,0,0.952380952380952,0,0,0,1.9047619047619,0.952380952380952,40.9523809523809,33.3333333333333,0,0,21.9047619047619,0,1.9047619047619,75.2380952380952,74.2857142857143,0.283922811305787,0.251257252122836,1.03,0.03,0.03,1.03,1.03,157,1.03,16.75,625,2500,NA,0,NA,69.5238095238095
"SMC02464 2011-06-22",0,0,0,32.3809523809524,4.76190476190476,28.5714285714286,20.952380952381,8.57142857142857,1.9047619047619,0,0,2.85714285714286,0,0,86.6666666666667,10.4761904761905,1.9047619047619,221.587052360227,221.587052360227,157,12.1,40,2500,2500,1.03,1.03,1.03,1.03,1.03,31.5,30,23.3470813357163,2.85714285714286
"SMC02536 2011-06-29",0,0,97.1428571428571,0,0,0,0,0,1.9047619047619,0,0,0.952380952380952,0,0,0,1.9047619047619,1.9047619047619,4796.16100936942,1.03,5660,5660,5660,5660,5660,1.03,1.03,1.03,1.03,1.03,NA,0,NA,23.8095238095238
"SMC02548 2010-07-09",0,11.4285714285714,0,0,0,5.71428571428571,40.9523809523809,27.6190476190476,11.4285714285714,0,0,0,2.85714285714286,11.4285714285714,58.0952380952381,39.0476190476191,11.4285714285714,33.0271515650892,16.6345763445307,40,1.03,9,40,5660,1.03,0.03,1.03,1.03,9,30,6,28.4604989415154,46.6666666666667
"SMC02563 2010-06-24",0,0,8.57142857142857,0,1.9047619047619,0,0.952380952380952,34.2857142857143,30.4761904761905,22.8571428571429,0,0,0.952380952380952,0,2.85714285714286,87.6190476190476,53.3333333333333,2.38103281210081,1.14006329869886,1.03,0.03,1.03,9,449.500000000002,9,0.03,1.03,40,157,NA,0,NA,27.6190476190476
"SMC02573 2010-06-09",0,0,0,0,0,0,1.9047619047619,16.1904761904762,72.3809523809524,1.9047619047619,0,0,7.61904761904762,0,1.9047619047619,90.4761904761905,74.2857142857143,1.50983334518052,1.50983334518052,1.03,1.03,1.03,1.03,9,9,1.03,1.03,157,157,NA,0,NA,18.0952380952381
"SMC02591 2011-07-21",0,11.4285714285714,0,8.57142857142857,23.8095238095238,7.61904761904762,10.4761904761905,24.7619047619048,6.66666666666667,1.9047619047619,0,0,4.76190476190476,11.4285714285714,61.9047619047619,33.3333333333333,8.57142857142857,106.063323436249,61.6638983207284,157,9,9,625,5660,157,21.4,40,625,625,49.4444444444444,9,35.4827814267396,15.2380952380952
"SMC02622 2010-06-15",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,0.03,0.78,1.03,1.03,NA,0,NA,0
"SMC02644 2011-06-30",0,0.952380952380952,15.2380952380952,14.2857142857143,8.57142857142857,3.80952380952381,9.52380952380952,18.0952380952381,11.4285714285714,0,10.4761904761905,0,7.61904761904762,0.952380952380952,37.1428571428571,29.5238095238095,11.4285714285714,205.290278602972,53.4365906774432,625,1.03,9,5660,5660,40,1.03,1.03,2500,2500,11.25,4,19.3110503770941,17.1428571428571
"SMC02656 2009-06-23",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,40,0.03,1.03,157,157,NA,0,NA,10.4761904761905
"SMC02749 2011-06-27",0,0,0,0,0,0,0.952380952380952,0,99.0476190476191,0,0,0,0,0,0.952380952380952,99.0476190476191,99.0476190476191,1.0665290264587,1.0665290264587,1.03,1.03,1.03,1.03,1.03,40,1.03,9,157,157,NA,0,NA,1.9047619047619
"SMC02804 2011-06-20",0,0,82.8571428571429,0,0,0,1.9047619047619,0,14.2857142857143,0.952380952380952,0,0,0,0,1.9047619047619,15.2380952380952,15.2380952380952,1340.67089761201,1.27086663565736,5660,1.03,5660,5660,5660,40,1.03,1.03,157,157,NA,0,NA,0
"SMC02884 2010-06-23",0,0,0,0,1.9047619047619,5.71428571428571,14.2857142857143,29.5238095238095,37.1428571428571,8.57142857142857,0,0.952380952380952,1.9047619047619,0,21.9047619047619,75.2380952380952,45.7142857142857,3.80312306631545,3.80312306631545,9,1.03,1.03,9,40,40,1.03,9,625,625,47.8571428571429,7,21.957751641342,22.8571428571429
"SMC02902 2011-08-02",0,0,0,0,3.80952380952381,8.57142857142857,3.80952380952381,2.85714285714286,29.5238095238095,24.7619047619048,1.9047619047619,2.85714285714286,21.9047619047619,0,16.1904761904762,57.1428571428571,54.2857142857143,1.28211845181676,1.03099302600527,1.03,0.03,0.03,9,157,40,1.03,9,625,625,59.4444444444444,9,24.5515331044271,57.1428571428571
"SMC02933 2010-06-01",0,0,0,0,0,3.80952380952381,6.66666666666667,1.9047619047619,51.4285714285714,6.66666666666667,0,0.952380952380952,28.5714285714286,0,10.4761904761905,60,58.0952380952381,1.4499246689442,1.4499246689442,1.03,1.03,1.03,1.03,40,1.03,0.03,0.03,40,391,46.25,4,18.8745860881769,56.1904761904762
"SMC02947 2011-07-12",0,0,0,0,0.952380952380952,4.76190476190476,11.4285714285714,9.52380952380952,38.0952380952381,24.7619047619048,10.4761904761905,0,0,0,17.1428571428571,72.3809523809524,62.8571428571429,2.66756906631471,1.08848112626214,1.03,0.03,1.03,40,3646.00000000004,157,1.03,24.5,625,2500,28,5,32.7108544675922,1.9047619047619
"SMC02976 2010-07-27",0,0,0,1.9047619047619,15.2380952380952,16.1904761904762,24.7619047619048,13.3333333333333,7.61904761904762,17.1428571428571,0,0.952380952380952,2.85714285714286,0,58.0952380952381,38.0952380952381,24.7619047619048,14.2593555403094,14.2593555403094,40,0.03,1.03,157,625,9,1.03,1.03,625,2500,45.2380952380952,21,36.3137780489785,19.047619047619
"SMC02984 2010-06-23",0,0,0,1.9047619047619,5.71428571428571,10.4761904761905,8.57142857142857,26.6666666666667,42.8571428571429,2.85714285714286,0,0,0.952380952380952,0,26.6666666666667,72.3809523809524,45.7142857142857,6.54758300965185,6.54758300965185,9,1.03,1.03,40,157,157,1.03,40,625,2500,56.5,10,31.0957303249891,17.1428571428571
"SMC03110 2011-07-26",0,0,0,4.76190476190476,0.952380952380952,11.4285714285714,11.4285714285714,1.9047619047619,46.6666666666667,11.4285714285714,1.9047619047619,0.952380952380952,8.57142857142857,0,28.5714285714286,60,58.0952380952381,3.99360572893263,3.4165835192749,1.03,0.03,1.03,40,157,1.03,0.03,1.03,9,63.4000000000003,45.8333333333333,12,22.7469611690055,67.6190476190476
"SMC03133 2010-06-02",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,0.03,0.03,1.03,1.03,NA,0,NA,3.80952380952381
"SMC03216 2011-07-27",0,0,0,6.66666666666667,30.4761904761905,23.8095238095238,17.1428571428571,5.71428571428571,6.66666666666667,1.9047619047619,0,0.952380952380952,6.66666666666667,0,78.0952380952381,14.2857142857143,8.57142857142857,114.646152266258,114.646152266258,157,9,40,625,625,1.03,1.03,1.03,1.03,1.03,42.6,25,33.544746235439,18.0952380952381
"SMC03234 2011-06-28",0,0,0,0,0.952380952380952,3.80952380952381,0,0,75.2380952380952,20,0,0,0,0,4.76190476190476,95.2380952380952,95.2380952380952,0.653677419616298,0.653677419616298,1.03,0.03,1.03,1.03,1.03,9,9,9,40,531.400000000002,44,5,13.4164078649987,71.4285714285714
"SMC03268 2009-05-28",0,0,0,0,0,0,4.76190476190476,11.4285714285714,83.8095238095238,0,0,0,0,0,4.76190476190476,95.2380952380952,83.8095238095238,1.57073772582245,1.57073772582245,1.03,1.03,1.03,1.03,9,1.03,0.03,1.03,1.03,9,NA,0,NA,2.85714285714286
"SMC03280 2011-08-11",0,0,0,18.0952380952381,19.047619047619,16.1904761904762,16.1904761904762,9.52380952380952,13.3333333333333,0.952380952380952,0,2.85714285714286,3.80952380952381,0,69.5238095238095,23.8095238095238,14.2857142857143,93.7276600893658,93.7276600893658,157,1.03,16.75,625,2500,1.03,1.03,1.03,1.03,1.03,37.6315789473684,19,27.1502210474238,12.3809523809524
"SMC03304 2011-06-29",0,0,99.0476190476191,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0.952380952380952,0.952380952380952,5214.31881778771,1.03,5660,5660,5660,5660,5660,40,9,9,157,625,NA,0,NA,8.57142857142857
"SMC03510 2011-07-21",0,0,0,0,0,0,0,2.85714285714286,93.3333333333333,0,0,0,3.80952380952381,0,0,96.1904761904762,93.3333333333333,1.09849923273157,1.09849923273157,1.03,1.03,1.03,1.03,1.03,1.03,0.03,0.03,9,157,NA,0,NA,36.1904761904762
"SMC03533 2010-06-01",0,0,0,0,0,0,0.952380952380952,17.1428571428571,66.6666666666667,11.4285714285714,0,0.952380952380952,2.85714285714286,0,0.952380952380952,95.2380952380952,78.0952380952381,1.03249034570067,1.03249034570067,1.03,0.03,1.03,1.03,9,9,1.03,1.03,157,625,NA,0,NA,23.8095238095238
"SMC03687 2010-06-02",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,157,9,40,625,2500,NA,0,NA,5.71428571428571
"SMC03944 2010-07-12",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,1.03,1.03,1.03,9,NA,0,NA,21.9047619047619
"SMC03971 2011-07-11",0,0,0,0,3.80952380952381,6.66666666666667,23.8095238095238,14.2857142857143,25.7142857142857,18.0952380952381,4.76190476190476,0.952380952380952,1.9047619047619,0,34.2857142857143,58.0952380952381,43.8095238095238,4.9775895229564,3.4634087693304,9,0.03,1.03,40,157,40,1.03,40,157,157,53.5714285714286,7,20.3540097839643,7.61904761904762
"SMC03988 2011-06-29",0,20,0,0.952380952380952,2.85714285714286,9.52380952380952,6.66666666666667,11.4285714285714,16.1904761904762,0,14.2857142857143,0,18.0952380952381,20,40,27.6190476190476,16.1904761904762,169.595041664268,13.5694669988205,157,1.03,9,5660,5660,9,1.03,1.03,40,157,37.5,10,35.2175776818591,16.1904761904762
"SMC04047 2009-05-14",0,0,0,4.76190476190476,27.6190476190476,39.0476190476191,18.0952380952381,9.52380952380952,0,0.952380952380952,0,0,0,0,89.5238095238095,10.4761904761905,0.952380952380952,143.787731870268,143.787731870268,157,21.4,40,625,625,1.03,1.03,1.03,1.03,1.03,46.8292682926829,41,28.433169396872,15.2380952380952
"SMC04054 2009-05-27",0,0,0,0,0,0.952380952380952,1.9047619047619,1.9047619047619,58.0952380952381,20.952380952381,0,0,16.1904761904762,0,2.85714285714286,80.9523809523809,79.0476190476191,0.514315998308067,0.514315998308067,1.03,0.03,0.78,1.03,1.03,40,0.03,1.03,157,157,60,1,NA,48.5714285714286
"SMC04134 2011-07-26",0,0,0,24.7619047619048,3.80952380952381,6.66666666666667,14.2857142857143,4.76190476190476,20,1.9047619047619,0,0,23.8095238095238,0,49.5238095238095,26.6666666666667,21.9047619047619,57.7550456338451,57.7550456338451,40,1.03,1.03,2500,2500,0.03,0.03,0.03,0.03,0.03,54.2857142857143,7,25.8889570133309,44.7619047619048
"SMC04175 2009-06-11",0,0.961538461538462,0,0,6.73076923076923,27.8846153846154,24.0384615384615,11.5384615384615,12.5,11.5384615384615,0,0,4.80769230769231,0.961538461538462,59.6153846153846,35.5769230769231,24.0384615384615,0,0,40,0.03,1.03,157,157,1.03,0.03,1.03,9,9,40.7407407407407,27,32.365214698919,12.3809523809524
"SMC04239 2009-06-11",0,0,0,0,5.71428571428571,34.2857142857143,23.8095238095238,18.0952380952381,3.80952380952381,8.57142857142857,0,0.952380952380952,4.76190476190476,0,63.8095238095238,30.4761904761905,12.3809523809524,26.1655246276987,26.1655246276987,40,1.03,9,157,157,1.03,1.03,1.03,1.03,1.03,54.0277777777778,36,34.0340049371726,5.71428571428571
"SMC04264 2010-07-09",0,4.76190476190476,0,0,5.71428571428571,17.1428571428571,7.61904761904762,0.952380952380952,27.6190476190476,0.952380952380952,0,0,35.2380952380952,4.76190476190476,35.2380952380952,29.5238095238095,28.5714285714286,19.4757989465136,12.4163402180089,40,1.03,1.03,157,625,1.03,0.03,0.03,1.03,9,47.2222222222222,18,18.959881966484,75.2380952380952
"SMC04308 2009-06-17",0,58.0952380952381,0,2.85714285714286,11.4285714285714,3.80952380952381,4.76190476190476,8.57142857142857,3.80952380952381,2.85714285714286,0,0,3.80952380952381,58.0952380952381,80.9523809523809,15.2380952380952,6.66666666666667,805.837160435118,41.2315205550304,5660,9,625,5660,5660,40,0.03,9,625,625,39.1666666666667,6,28.7083030962589,14.2857142857143
"SMC04383 2010-06-09",0,0,0,6.66666666666667,20,16.1904761904762,13.3333333333333,28.5714285714286,13.3333333333333,1.9047619047619,0,0,0,0,56.1904761904762,43.8095238095238,15.2380952380952,39.827686445097,39.827686445097,40,1.03,9,625,625,9,1.03,1.03,40,157,44.2857142857143,14,28.001177369281,26.6666666666667
"SMC04399 2009-06-11",0,0,0,0,9.52380952380952,9.52380952380952,6.66666666666667,2.85714285714286,25.7142857142857,37.1428571428571,0,0,8.57142857142857,0,25.7142857142857,65.7142857142857,62.8571428571429,1.12604301488739,1.12604301488739,1.03,0.03,0.03,40,391,1.03,0.730000000000001,1.03,1.03,1.03,56.1111111111111,9,28.6986255962043,15.2380952380952
"SMC04426 2011-07-25",7.61904761904762,0,0,17.1428571428571,9.52380952380952,18.0952380952381,11.4285714285714,0.952380952380952,17.1428571428571,0.952380952380952,0,0,17.1428571428571,7.61904761904762,63.8095238095238,19.047619047619,18.0952380952381,116.448036767212,78.5830175775153,157,1.03,40,2500,2500,40,0.03,1.03,157,625,26.0526315789474,19,27.1098048769783,40.9523809523809
"SMC04661 2011-07-18",0.952380952380952,0.952380952380952,0,20,11.4285714285714,4.76190476190476,5.71428571428571,7.61904761904762,38.0952380952381,0,0,0.952380952380952,9.52380952380952,1.9047619047619,43.8095238095238,45.7142857142857,38.0952380952381,31.7409095354793,28.3583070607246,9,1.03,1.03,625,2500,1.03,0.03,1.03,1.03,1.03,18,5,20.1866292381863,22.8571428571429
"SMC04682 2011-07-25",16.1904761904762,1.9047619047619,0,13.3333333333333,7.61904761904762,18.0952380952381,13.3333333333333,2.85714285714286,10.4761904761905,0,0,0,16.1904761904762,18.0952380952381,70.4761904761905,13.3333333333333,10.4761904761905,233.422644801235,97.0188437975863,157,1.03,40,2500,5660,1.03,1.03,1.03,1.03,1.03,22.6315789473684,19,19.319565575734,17.1428571428571
"SMC04748 2009-07-02",0,0,0,0,0,9.52380952380952,9.52380952380952,9.52380952380952,55.2380952380952,10.4761904761905,0,0,5.71428571428571,0,19.047619047619,75.2380952380952,65.7142857142857,2.08128938072467,2.08128938072467,1.03,0.03,1.03,9,63.4000000000003,1.03,0.03,1.03,1.03,1.03,42.5,10,17.8341121325272,4.76190476190476
"SMC04749 2009-06-23",0,0,8.57142857142857,0,0,0,0,3.80952380952381,44.7619047619048,42.8571428571429,0,0,0,0,0,91.4285714285714,87.6190476190476,0.514169063288766,0.214879796471111,1.03,0.03,0.03,1.03,9,1.03,0.03,1.03,1.03,157,NA,0,NA,60
"SMC04756 2010-07-07",0,0,0,0,0,0,0,4.76190476190476,83.8095238095238,4.76190476190476,0,0,6.66666666666667,0,0,93.3333333333333,88.5714285714286,0.960539548726817,0.960539548726817,1.03,1.03,1.03,1.03,1.03,1.03,0.03,1.03,9,33.7999999999999,NA,0,NA,19.047619047619
"SMC04795 2011-07-14",0,33.3333333333333,0,0,6.66666666666667,3.80952380952381,18.0952380952381,28.5714285714286,1.9047619047619,0.952380952380952,0,1.9047619047619,4.76190476190476,33.3333333333333,61.9047619047619,31.4285714285714,2.85714285714286,164.841585133863,23.113862882328,40,9,9,5660,5660,40,1.03,1.03,157,625,25,4,28.8675134594813,34.2857142857143
"SMC04932 2010-07-12",0,0,3.80952380952381,0,1.9047619047619,1.9047619047619,3.80952380952381,5.71428571428571,63.8095238095238,19.047619047619,0,0,0,0,7.61904761904762,88.5714285714286,82.8571428571429,1.17957126185101,0.84321505430264,1.03,0.03,1.03,1.03,40,157,1.03,7.0075,625,625,50,1,NA,8.57142857142857
"SMC05109 2009-06-23",0,0,0,0,0,0,0,1.9047619047619,97.1428571428571,0.952380952380952,0,0,0,0,0,100,98.0952380952381,1.03786982999162,1.03786982999162,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,157,2500,NA,0,NA,80
"SMC05199 2011-07-06",0,0.952380952380952,0,0,19.047619047619,17.1428571428571,20.952380952381,12.3809523809524,7.61904761904762,0,0,0,21.9047619047619,0.952380952380952,58.0952380952381,20,7.61904761904762,61.9541634170011,58.5954315351378,40,9,16.75,508,625,1.03,1.03,1.03,9,9,38.0555555555556,18,32.1366058865664,26.6666666666667
"SMC05243 2010-06-10",0,0,0,0,0,10.1010101010101,11.1111111111111,6.06060606060606,21.2121212121212,40.4040404040404,0,0,11.1111111111111,0,21.2121212121212,67.6767676767677,61.6161616161616,0.669421037785425,0.669421037785425,1.03,0.03,0.03,9,157,1.03,1.03,1.03,1.03,9,45.5,10,25.4351026033795,30.3030303030303
"SMC05402 2011-07-28",29.5238095238095,0,0,5.71428571428571,7.61904761904762,13.3333333333333,1.9047619047619,5.71428571428571,26.6666666666667,0.952380952380952,0,0,8.57142857142857,29.5238095238095,58.0952380952381,33.3333333333333,27.6190476190476,114.377570508745,17.7912461281915,157,1.03,1.03,5660,5660,625,1.03,157,2500,2500,27.1428571428571,14,25.1697533463577,22.8571428571429
"SMC05407 2011-07-21",0,0.952380952380952,0,14.2857142857143,26.6666666666667,16.1904761904762,20.952380952381,14.2857142857143,0.952380952380952,2.85714285714286,0.952380952380952,0,1.9047619047619,0.952380952380952,79.0476190476191,18.0952380952381,3.80952380952381,134.003090823271,124.429313320371,157,9,40,625,2500,40,1.03,9,625,2500,26.5217391304348,23,23.7139574650906,6.66666666666667
"SMC05524 2011-06-30",0,0,6.66666666666667,0,0,0,0,16.1904761904762,67.6190476190476,3.80952380952381,0,0,5.71428571428571,0,0,87.6190476190476,71.4285714285714,2.3816970664133,1.31832439778406,1.03,1.03,1.03,1.03,9,157,157,157,157,157,NA,0,NA,2.85714285714286
"SMC05702 2010-06-07",0,0,0.952380952380952,2.85714285714286,1.9047619047619,33.3333333333333,32.3809523809524,0.952380952380952,11.4285714285714,4.76190476190476,0,0,11.4285714285714,0,70.4761904761905,17.1428571428571,16.1904761904762,35.6652580870816,33.7540679578134,40,1.03,40,157,157,157,0.23,1.03,625,2500,13.8571428571429,35,14.0945188702869,44.7619047619048
"SMC05759 2010-06-21",0,0,0,0,0.952380952380952,16.1904761904762,18.0952380952381,12.3809523809524,42.8571428571429,2.85714285714286,0,0,6.66666666666667,0,35.2380952380952,58.0952380952381,45.7142857142857,6.39607166013306,6.39607166013306,9,1.03,1.03,40,157,40,9,40,157,157,41.1764705882353,17,29.1295281761429,9.52380952380952
"SMC06019 2010-06-17",0,0,43.8095238095238,0,0,0,0,0,56.1904761904762,0,0,0,0,0,0,56.1904761904762,56.1904761904762,44.8027122178297,1.03,1.03,1.03,1.03,5660,5660,1.03,1.03,1.03,1.03,40,NA,0,NA,4.76190476190476
"SMC06216 2009-05-26",0,0,0,0,8.57142857142857,30.4761904761905,18.0952380952381,7.61904761904762,13.3333333333333,15.2380952380952,0,0,6.66666666666667,0,57.1428571428571,36.1904761904762,28.5714285714286,13.0465111402117,13.0465111402117,40,0.03,1.03,157,157,1.03,0.03,1.03,40,40,49.1666666666667,30,31.0195526028046,13.3333333333333
"SMC06458 2010-06-06",0,0,1.9047619047619,0,0,0,0,0,0.952380952380952,97.1428571428571,0,0,0,0,0,98.0952380952381,98.0952380952381,0.0391053838362652,0.0310478204713079,0.03,0.03,0.03,0.03,0.03,9,1.03,1.03,40,40,NA,0,NA,96.1904761904762
"SMC06467 2010-06-28",0,0,0,0,0.952380952380952,0.952380952380952,4.76190476190476,39.0476190476191,36.1904761904762,13.3333333333333,0,0.952380952380952,3.80952380952381,0,6.66666666666667,88.5714285714286,49.5238095238095,2.05558455644919,2.05558455644919,1.03,0.03,1.03,9,9,625,1.03,69.25,2500,2500,70,1,NA,28.5714285714286
"SMC06653 2010-07-01",0,0,0,0,0,0,1.9047619047619,0,96.1904761904762,1.9047619047619,0,0,0,0,1.9047619047619,98.0952380952381,98.0952380952381,1.03241998263401,1.03241998263401,1.03,1.03,1.03,1.03,1.03,9,0.03,1.03,9,157,NA,0,NA,3.80952380952381
"SMC06714 2010-06-06",0,0,0,0,0,0,5.71428571428571,5.71428571428571,34.2857142857143,27.6190476190476,26.6666666666667,0,0,0,5.71428571428571,67.6190476190476,61.9047619047619,5.37801742816654,0.428195882430589,1.03,0.03,0.03,5660,5660,1.03,0.03,0.03,3.0225,9,NA,0,NA,76.1904761904762
"SMC06863 2011-07-21",0,1.9047619047619,0,2.85714285714286,28.5714285714286,11.4285714285714,17.1428571428571,20,5.71428571428571,10.4761904761905,0,0,1.9047619047619,1.9047619047619,61.9047619047619,36.1904761904762,16.1904761904762,35.8626612415068,32.4425003132877,40,0.230000000000001,9,625,625,0.03,0.03,0.03,0.03,1.03,57.2727272727273,11,31.2540906413574,23.8095238095238
"SMC06926 2009-07-01",0,0,20,0,0.952380952380952,10.4761904761905,27.6190476190476,17.1428571428571,17.1428571428571,6.66666666666667,0,0,0,0,39.0476190476191,40.9523809523809,23.8095238095238,32.6565953358411,9.00035258541944,40,1.03,9,157,5660,0.03,0.03,0.03,1.03,9,26.3636363636364,11,24.6059859679417,39.0476190476191
"SMC08150 2010-06-03",0,0,0.952380952380952,0,0,3.80952380952381,0.952380952380952,0,70.4761904761905,8.57142857142857,4.76190476190476,0.952380952380952,9.52380952380952,0,4.76190476190476,79.0476190476191,79.0476190476191,1.63804400637043,0.939863586980145,1.03,1.03,1.03,1.03,121.9,1.03,0.03,1.03,1.03,1.03,20,4,17.7951304200522,44.7619047619048
"SMC08335 2010-07-07",0,5.37634408602151,0,5.37634408602151,8.60215053763441,24.7311827956989,15.0537634408602,5.37634408602151,7.52688172043011,15.0537634408602,0,0,12.9032258064516,5.37634408602151,59.1397849462366,27.9569892473118,22.5806451612903,25.9876479112425,18.236770423443,157,0.03,1.03,157,2500,9,0.03,1.03,9,40,45.4347826086956,23,24.9049576790656,15.0537634408602
"SMC08426 2010-06-08",0,0,1.9047619047619,0,0,0,0.952380952380952,0,54.2857142857143,8.57142857142857,0,2.85714285714286,31.4285714285714,0,0.952380952380952,62.8571428571429,62.8571428571429,0.878949360330956,0.676498382539696,1.03,0.03,1.03,1.03,1.03,40,1.03,9,157,625,NA,0,NA,76.1904761904762
"SMC08766 2009-05-26",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,157,1.03,1.03,625,625,NA,0,NA,1.9047619047619
"SMC08845 2009-06-22",0,0,0,0,0,0,0,7.69230769230769,92.3076923076923,0,0,0,0,0,0,100,92.3076923076923,1.21689474548832,1.21689474548832,1.03,1.03,1.03,1.03,1.03,40,0.03,1.03,157,157,NA,0,NA,55.7692307692308
"SMC09162 2011-08-01",0,0,0,0.952380952380952,0.952380952380952,0.952380952380952,0,0.952380952380952,60.9523809523809,12.3809523809524,0,0,22.8571428571429,0,2.85714285714286,74.2857142857143,73.3333333333333,0.760480201639963,0.760480201639963,1.03,0.03,1.03,1.03,1.03,157,9,40,157,157,20,1,NA,55.2380952380952
"SMC09286 2010-06-09",0,0,0,0.952380952380952,2.85714285714286,8.57142857142857,2.85714285714286,0,40,14.2857142857143,11.4285714285714,0,19.047619047619,0,15.2380952380952,54.2857142857143,54.2857142857143,4.9557954053293,1.55767643147967,1.03,0.03,1.03,157,5660,1.03,0.03,0.03,1.03,1.03,42.7777777777778,9,15.6347191994114,60
"SMC09534 2009-06-17",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,157,0.03,1.03,625,625,NA,0,NA,0.952380952380952
"SMC09564 2010-06-01",0,0,0,0,0,0.952380952380952,9.52380952380952,30.4761904761905,43.8095238095238,13.3333333333333,0,0,1.9047619047619,0,10.4761904761905,87.6190476190476,57.1428571428571,1.8709527222585,1.8709527222585,1.03,0.03,1.03,9,33.7999999999999,1.03,0.630000000000001,1.03,40,625,60,1,NA,23.0769230769231
"SMC09591 2010-06-03",0,0,0,0,11.4285714285714,20,18.0952380952381,16.1904761904762,29.5238095238095,1.9047619047619,0,0,2.85714285714286,0,49.5238095238095,47.6190476190476,31.4285714285714,16.3128013599762,16.3128013599762,40,1.03,1.03,157,625,9,1.03,1.03,24.5,157,47.3809523809524,21,23.7496867147257,9.52380952380952
"SMC09698 2010-06-09",5.71428571428571,2.85714285714286,0,0,25.7142857142857,23.8095238095238,10.4761904761905,5.71428571428571,20,1.9047619047619,0,0.952380952380952,2.85714285714286,8.57142857142857,68.5714285714286,27.6190476190476,21.9047619047619,67.4597828834016,43.7370917601038,157,1.03,9,625,625,1.03,0.03,0.03,9,9,47,25,30.1385688667085,20.952380952381
"SMC10146 2011-06-28",0,0,0,15.2380952380952,6.66666666666667,13.3333333333333,7.61904761904762,0,53.3333333333333,1.9047619047619,0,0.952380952380952,0.952380952380952,0,42.8571428571429,55.2380952380952,55.2380952380952,13.1268114370894,13.1268114370894,1.03,1.03,1.03,157,2500,157,1.03,9,157,2500,31.4285714285714,14,27.6953600271411,48.5714285714286
"SMC10189 2010-06-24",0,2.85714285714286,0,0,0.952380952380952,2.85714285714286,5.71428571428571,19.047619047619,68.5714285714286,0,0,0,0,2.85714285714286,12.3809523809524,87.6190476190476,68.5714285714286,3.01092665909042,2.41214071957834,1.03,1.03,1.03,9,40,1.03,1.03,1.03,1.03,1.03,31.6666666666667,3,7.63762615825973,42.8571428571429
"SMC10685 2010-07-01",0,0,0,0,0,0,5.71428571428571,19.047619047619,73.3333333333333,1.9047619047619,0,0,0,0,5.71428571428571,94.2857142857143,75.2380952380952,1.79355010528913,1.79355010528913,1.03,1.03,1.03,1.03,9,625,1.03,9,2500,2500,NA,0,NA,30.4761904761905
"SMC11394 2011-06-30",0,0,0,45.7142857142857,10.4761904761905,17.1428571428571,3.80952380952381,0,14.2857142857143,3.80952380952381,0,0,4.76190476190476,0,77.1428571428571,18.0952380952381,18.0952380952381,218.229158018302,218.229158018302,625,1.03,157,2500,2500,0.03,0.03,0.03,0.03,0.03,30.2777777777778,18,24.0998060903977,20.952380952381
"SMC11581 2009-06-29",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,9,0.03,1.03,9,40,NA,0,NA,0
