"","XFC_AQM.result","XFC_AQM.count","XFC_AQM.sd","XFC_HUM.result","XFC_HUM.count","XFC_HUM.sd","XFC_RCK.result","XFC_RCK.count","XFC_RCK.sd","XFC_ALG.result","XFC_ALG.count","XFC_ALG.sd","XFC_LWD.result","XFC_LWD.count","XFC_LWD.sd","XFC_LTR.result","XFC_LTR.count","XFC_LTR.sd","XFC_OHV.result","XFC_OHV.count","XFC_OHV.sd","XFC_BRS.result","XFC_BRS.count","XFC_BRS.sd","XFC_UCB.result","XFC_UCB.count","XFC_UCB.sd","XFC_BIG.result","XFC_NAT_EMAP.result","XFC_NAT_SWAMP.result","CFC_AQM.result","CFC_HUM.result","CFC_RCK.result","CFC_ALG.result","CFC_LWD.result","CFC_LTR.result","CFC_OHV.result","CFC_BRS.result","CFC_UCB.result","CFC_ALL_EMAP.result","CFC_ALL_SWAMP.result"
"SMC01201 2010-06-02",3.18181818181818,11,2.52262489554756,0.454545454545455,11,1.50755672288882,0,11,0,9.09090909090909,11,10.4446593573419,0.454545454545455,11,1.50755672288882,12.2727272727273,11,10.0904995821903,31.3636363636364,11,22.3148951477381,5.90909090909091,11,6.64009857539096,4.09090909090909,11,7.3546522073385,5,41.8181818181818,57.2727272727273,7,1,0,8,1,11,11,9,5,7,8
"SMC01208 2010-06-08",0,11,0,0,11,0,0,11,0,87.5,11,0,0,11,0,0,11,0,0,11,0,3.63636363636364,11,2.33549683248457,0,11,0,0,3.63636363636364,3.63636363636364,0,0,0,11,0,0,0,8,0,2,2
"SMC01215 2011-07-13",5,11,0,0.454545454545455,11,1.50755672288882,21.8181818181818,11,20.0028407073505,48.1818181818182,11,24.7510330362924,0,11,0,5,11,0,11.5909090909091,11,16.3658458104343,5,11,0,2.72727272727273,11,2.61116483933547,25,41.1363636363636,51.1363636363636,11,1,11,11,0,11,11,11,6,7,8
"SMC01248 2011-07-26",0,8,NA,0,8,NA,6.25,8,NA,6.25,8,NA,0,8,NA,0.625,8,NA,46.5625,8,NA,20,8,NA,0,8,NA,6.25,72.8125,73.4375,0,0,6,6,0,1,8,8,0,4,5
"SMC01257 2011-06-16",5,11,0,0,11,0,6.36363636363636,11,6.36038878171338,43.6363636363636,11,24.0146735446174,0.454545454545455,11,1.50755672288882,4.09090909090909,11,2.02259958738973,8.63636363636364,11,8.0903983495589,6.81818181818182,11,6.03022689155527,0,11,0,6.81818181818182,22.2727272727273,31.3636363636364,11,0,10,11,1,9,11,11,0,6,7
"SMC01258 2009-05-27",68.1818181818182,11,20.7391811883603,5.22727272727273,11,17.3369023132214,0,11,0,2.72727272727273,11,2.61116483933547,0,11,0,6.36363636363636,11,9.51075945729601,54.3181818181818,11,17.032722517661,31.8181818181818,11,34.7687163462161,0,11,0,5.22727272727273,86.1363636363636,160.681818181818,11,1,0,6,0,6,11,8,0,5,6
"SMC01278 2009-06-17",0,11,0,79.5454545454545,11,26.3822426505543,0,11,0,18.4090909090909,11,26.1551316014833,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,79.5454545454545,0,0,0,10,0,5,0,0,0,0,0,2,2
"SMC01320 2010-06-07",2.72727272727273,11,2.61116483933547,0,11,0,21.3636363636364,11,8.0903983495589,29.0909090909091,11,15.2591254366333,0,11,0,2.72727272727273,11,2.61116483933547,4.09090909090909,11,2.02259958738973,6.81818181818182,11,6.03022689155527,0.454545454545455,11,1.50755672288882,21.8181818181818,32.7272727272727,38.1818181818182,6,0,11,11,0,6,9,11,1,6,7
"SMC01341 2009-06-22",19.0909090909091,11,27.8897993734431,0,11,0,0,11,0,6.36363636363636,11,6.36038878171338,0.454545454545455,11,1.50755672288882,10,11,9.74679434480896,5.90909090909091,11,6.64009857539096,0,11,0,0.909090909090909,11,2.02259958738973,1.36363636363636,7.27272727272727,36.3636363636364,11,0,0,10,1,10,9,0,2,5,6
"SMC01358 2011-06-21",0,11,0,0,11,0,0,11,0,25,11,0,0,11,0,0,11,0,0,11,0,5,11,0,0,11,0,0,5,5,0,0,0,11,0,0,0,11,0,2,2
"SMC01367 2011-06-23",5,11,0,0,11,0,57.2727272727273,11,13.9845694184048,5,11,0,2.27272727272727,11,2.61116483933547,0.909090909090909,11,2.02259958738973,36.8181818181818,11,16.3970618210592,12.2727272727273,11,10.0904995821903,4.09090909090909,11,2.02259958738973,63.6363636363636,112.727272727273,118.636363636364,11,0,11,11,5,2,11,11,9,7,8
"SMC01372 2010-07-13",21.3636363636364,11,8.0903983495589,0,11,0,0,11,0,25,11,0,1.81818181818182,11,2.52262489554756,8.63636363636364,11,8.0903983495589,8.63636363636364,11,8.0903983495589,4.54545454545455,11,1.50755672288882,0,11,0,1.81818181818182,15,45,11,0,0,11,4,11,11,10,0,5,6
"SMC01383 2010-06-01",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC01384 2009-06-29",4.54545454545455,11,7.22998805481221,0,11,0,23.1818181818182,11,19.7512945490577,33.8636363636364,11,15.1807294111497,6.36363636363636,11,6.36038878171338,19.3181818181818,11,24.8518336619984,65.4545454545455,11,19.9003197781525,10.4545454545455,11,9.34198732993828,5.90909090909091,11,6.64009857539096,35.4545454545455,111.363636363636,135.227272727273,6,0,10,11,10,10,11,11,9,7,8
"SMC01424 2009-07-01",12.2727272727273,11,10.0904995821903,0,11,0,57.0454545454545,11,19.7742946087269,5,11,0,5,11,0,5.45454545454545,11,6.87551650952329,15.9090909090909,11,10.4446593573419,0,11,0,0,11,0,62.0454545454545,77.9545454545455,95.6818181818182,11,0,11,11,11,8,11,0,0,5,6
"SMC01452 2010-07-15",4.09090909090909,11,2.02259958738973,0,11,0,0,11,0,31.8181818181818,11,22.0252953751734,0,11,0,0,11,0,4.54545454545455,11,1.50755672288882,5,11,0,0,11,0,0,9.54545454545455,13.6363636363636,9,0,0,11,0,0,10,11,0,4,4
"SMC01504 2011-06-28",5,11,0,0,11,0,59.7727272727273,11,21.8075258068902,5,11,0,0.454545454545455,11,1.50755672288882,5,11,0,5,11,0,6.81818181818182,11,6.03022689155527,8.18181818181818,11,8.44770006354607,68.4090909090909,80.2272727272727,90.2272727272727,11,0,11,11,1,11,11,11,10,7,8
"SMC01512 2010-06-23",1.81818181818182,11,2.52262489554756,0,11,0,0,11,0,87.5,11,0,0,11,0,0,11,0,5,11,0,5,11,0,0,11,0,0,10,11.8181818181818,4,0,0,11,0,0,11,11,0,4,4
"SMC01523 2011-07-07",0,11,0,0,11,0,57.5,11,0,0,11,0,0.454545454545455,11,1.50755672288882,0,11,0,0,11,0,5,11,0,0,11,0,57.9545454545455,62.9545454545455,62.9545454545455,0,0,11,0,1,0,0,11,0,3,3
"SMC01544 2010-07-14",4.54545454545455,11,1.50755672288882,7.95454545454545,11,26.3822426505543,6.81818181818182,11,6.03022689155527,6.81818181818182,11,6.03022689155527,0,11,0,0.454545454545455,11,1.50755672288882,5,11,0,5,11,0,0,11,0,14.7727272727273,16.8181818181818,21.8181818181818,10,1,11,11,0,1,11,11,0,6,7
"SMC01550 2009-06-25",17.2727272727273,11,21.6925835671591,0,11,0,42.0454545454545,11,22.3555972246936,24.5454545454545,11,27.0143059742931,4.54545454545455,11,7.22998805481221,3.63636363636364,11,2.33549683248457,60.2272727272727,11,9.04534033733291,2.27272727272727,11,2.61116483933547,5.22727272727273,11,17.3369023132214,51.8181818181818,114.318181818182,135.227272727273,9,0,11,8,6,8,11,5,1,7,8
"SMC01555 2011-06-23",0,11,0,0,11,0,0,11,0,67.9545454545455,11,25.1201657493084,0,11,0,0,11,0,0,11,0,5,11,0,0,11,0,0,5,5,0,0,0,11,0,0,0,11,0,2,2
"SMC01559 2011-06-21",3.63636363636364,11,2.33549683248457,0,11,0,57.5,11,0,5,11,0,0,11,0,0,11,0,0.909090909090909,11,2.02259958738973,5,11,0,0,11,0,57.5,63.4090909090909,67.0454545454545,8,0,11,11,0,0,2,11,0,5,5
"SMC01567 2010-06-09",3.63636363636364,11,2.33549683248457,0,11,0,45.6818181818182,11,30.9655233503914,18.8636363636364,11,16.2543700417625,0,11,0,1.36363636363636,11,2.33549683248457,4.54545454545455,11,1.50755672288882,5,11,0,0.909090909090909,11,2.02259958738973,46.5909090909091,56.1363636363636,61.1363636363636,8,0,11,11,0,3,10,11,2,6,7
"SMC01606 2009-05-26",82.0454545454545,11,12.1355975243384,87.5,11,0,0,11,0,20,11,33.3728931919305,0,11,0,0,11,0,0.454545454545455,11,1.50755672288882,0,11,0,0,11,0,87.5,0.454545454545455,82.5,11,11,0,11,0,0,1,0,0,4,4
"SMC01640 2009-06-29",0,11,0,55.6818181818182,11,44.1459356720824,0,11,0,8.18181818181818,11,8.44770006354607,0,11,0,0,11,0,11.5909090909091,11,17.8280932544933,0,11,0,0,11,0,55.6818181818182,11.5909090909091,11.5909090909091,0,7,0,10,0,0,7,0,0,3,3
"SMC01655 2011-07-06",0,11,0,0,11,0,27.9545454545455,11,9.79911869877732,0,11,0,0,11,0,0,11,0,0,11,0,5,11,0,0,11,0,27.9545454545455,32.9545454545455,32.9545454545455,0,0,11,0,0,0,0,11,0,2,2
"SMC01676 2010-07-03",17.7272727272727,11,10.0904995821903,0,11,0,0,11,0,8.63636363636364,11,8.0903983495589,0.454545454545455,11,1.50755672288882,5,11,0,15.9090909090909,11,10.4446593573419,5,11,0,0,11,0,0.454545454545455,21.3636363636364,44.0909090909091,11,0,0,11,1,11,11,11,0,5,6
"SMC01684 2009-06-03",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMC01692 2011-06-20",2.72727272727273,11,7.53778361444409,0,11,0,3.63636363636364,11,2.33549683248457,5,11,0,0,11,0,1.36363636363636,11,2.33549683248457,5.45454545454545,11,9.86269371281129,6.81818181818182,11,6.03022689155527,0,11,0,3.63636363636364,15.9090909090909,20,2,0,8,11,0,3,4,11,0,5,6
"SMC01694 2010-06-28",14.0909090909091,11,10.4446593573419,0,11,0,3.18181818181818,11,7.50757193529548,15.9090909090909,11,10.4446593573419,0,11,0,0,11,0,5,11,0,5,11,0,0.909090909090909,11,2.02259958738973,4.09090909090909,14.0909090909091,28.1818181818182,11,0,3,11,0,0,11,11,2,6,6
"SMC01716 2010-06-08",0,11,0,0,11,0,0,11,0,25,11,0,0,11,0,0.454545454545455,11,1.50755672288882,0,11,0,2.27272727272727,11,2.61116483933547,0,11,0,0,2.27272727272727,2.72727272727273,0,0,0,11,0,1,0,5,0,2,3
"SMC01717 2009-05-28",61.3636363636364,11,34.3577436024915,0,11,0,0,11,0,2.27272727272727,11,2.61116483933547,7.5,11,18.2002747232013,13.6363636363636,11,10.9751786069542,59.5454545454545,11,25.928222601496,13.1818181818182,11,11.4613976618751,2.72727272727273,11,7.53778361444409,10.2272727272727,82.9545454545455,157.954545454545,11,0,0,5,2,10,11,9,2,6,7
"SMC01726 2010-06-30",0,11,0,0,11,0,0,11,0,33.8636363636364,11,15.1807294111497,0,11,0,0,11,0,0,11,0,5,11,0,0,11,0,0,5,5,0,0,0,11,0,0,0,11,0,2,2
"SMC01748 2009-06-03",11.1363636363636,11,16.6344385374002,0.454545454545455,11,1.50755672288882,0,11,0,6.59090909090909,11,17.0393928615696,0.454545454545455,11,1.50755672288882,4.09090909090909,11,2.02259958738973,38.8636363636364,11,26.1094723319822,2.27272727272727,11,2.61116483933547,1.81818181818182,11,2.52262489554756,2.72727272727273,43.4090909090909,58.6363636363636,10,1,0,4,1,9,11,5,4,7,8
"SMC01808 2011-06-13",36.3636363636364,11,31.2522726446341,0,11,0,14.3181818181818,11,17.4675022932197,6.36363636363636,11,6.36038878171338,0,11,0,5.90909090909091,11,6.64009857539096,42.5,11,34.1504026330584,7.72727272727273,11,8.76459821202215,0,11,0,14.3181818181818,64.5454545454545,106.818181818182,11,0,9,10,0,9,11,9,0,5,6
"SMC01814 2010-06-09",25.2272727272727,11,22.5957558363995,0.454545454545455,11,1.50755672288882,1.36363636363636,11,2.33549683248457,13.6363636363636,11,10.9751786069542,0,11,0,3.63636363636364,11,2.33549683248457,9.54545454545454,11,10.1129979369486,0.454545454545455,11,1.50755672288882,4.54545454545455,11,7.22998805481221,6.36363636363636,15.9090909090909,44.7727272727273,11,1,3,10,0,8,9,1,6,7,8
"SMC01860 2009-05-28",18.8636363636364,11,16.2543700417625,0.454545454545455,11,1.50755672288882,17.7272727272727,11,10.0904995821903,30.9090909090909,11,13.1468973180332,5,11,0,0,11,0,10.4545454545455,11,9.34198732993828,0,11,0,0,11,0,23.1818181818182,33.1818181818182,52.0454545454545,11,1,11,11,11,0,11,0,0,6,6
"SMC01909 2009-06-09",40,12,26.1333990413521,0,12,0,0,12,0,7.08333333333333,12,8.64931246172816,0,12,0,15.625,12,16.5874062304673,36.875,12,31.4629110656861,12.0833333333333,12,11.5715822233399,14.375,12,17.5850207433899,14.375,63.3333333333333,118.958333333333,11,0,0,9,0,11,12,9,8,5,6
"SMC01923 2011-07-12",0,11,0,0,11,0,0,11,0,15.9090909090909,11,10.4446593573419,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1
"SMC01960 2010-06-23",17.0454545454545,11,16.6139317222844,0,11,0,5,11,0,29.0909090909091,11,15.2591254366333,0,11,0,0,11,0,4.09090909090909,11,2.02259958738973,5,11,0,0,11,0,5,14.0909090909091,31.1363636363636,11,0,11,11,0,0,9,11,0,5,5
"SMC01962 2010-06-08",82.0454545454545,11,12.1355975243384,0,11,0,0,11,0,0.454545454545455,11,1.50755672288882,0,11,0,0,11,0,6.81818181818182,11,11.6774841624228,0,11,0,3.63636363636364,11,7.44678087864451,3.63636363636364,10.4545454545455,92.5,11,0,0,1,0,0,3,0,4,4,4
"SMC01972 2010-06-07",0,11,0,0,11,0,0,11,0,25,11,0,0,11,0,0,11,0,0,11,0,5,11,0,0,11,0,0,5,5,0,0,0,11,0,0,0,11,0,2,2
"SMC01979 2011-07-14",0.454545454545455,11,1.50755672288882,0,11,0,36.5909090909091,11,21.309408933401,1.36363636363636,11,2.33549683248457,0,11,0,5,11,0,70.6818181818182,11,25.4973260630137,5,11,0,2.27272727272727,11,2.61116483933547,38.8636363636364,114.545454545455,120,1,0,11,3,0,11,11,11,5,6,7
"SMC01990 2009-05-21",34.3181818181818,11,23.8508623819693,0,11,0,30.4545454545455,11,23.5536138898626,87.5,11,0,0,11,0,15.9090909090909,11,10.4446593573419,22.7272727272727,11,20.2624821238214,6.81818181818182,11,6.03022689155527,2.72727272727273,11,2.61116483933547,33.1818181818182,62.7272727272727,112.954545454545,10,0,9,11,0,11,9,11,6,6,7
"SMC02006 2009-05-26",0,11,0,87.5,11,0,0,11,0,5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,87.5,0,0,0,11,0,11,0,0,0,0,0,2,2
"SMC02059 2010-06-03",0,11,0,0,11,0,0,11,0,5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1
"SMC02088 2011-06-14",5,11,0,0,11,0,5,11,0,5,11,0,0,11,0,4.54545454545455,11,1.50755672288882,5,11,0,5,11,0,0,11,0,5,15,24.5454545454545,11,0,11,11,0,10,11,11,0,5,6
"SMC02092 2011-06-14",5,11,0,0,11,0,4.54545454545455,11,7.22998805481221,5,11,0,0.454545454545455,11,1.50755672288882,4.54545454545455,11,1.50755672288882,5,11,0,5,11,0,0.454545454545455,11,1.50755672288882,5.45454545454545,15.4545454545455,25,11,0,6,11,1,10,11,11,1,7,8
"SMC02123 2011-07-05",0.454545454545455,11,1.50755672288882,0,11,0,0,11,0,24.3181818181818,11,13.6056472232539,0,11,0,0,11,0,0.454545454545455,11,1.50755672288882,5,11,0,0,11,0,0,5.45454545454545,5.90909090909091,1,0,0,11,0,0,1,11,0,4,4
"SMC02127 2009-06-04",76.5909090909091,11,15.1357493732854,0.454545454545455,11,1.50755672288882,28.4090909090909,11,20.5934676315309,18.8636363636364,11,16.2543700417625,0,11,0,2.72727272727273,11,2.61116483933547,5,11,0,5,11,0,5,11,0,33.8636363636364,43.4090909090909,122.727272727273,11,1,11,11,0,6,11,11,11,7,8
"SMC02145 2011-07-19",6.36363636363636,11,6.36038878171338,0,11,0,2.27272727272727,11,7.53778361444409,8.63636363636364,11,8.0903983495589,0.454545454545455,11,1.50755672288882,14.0909090909091,11,10.4446593573419,36.8181818181818,11,16.3970618210592,4.54545454545455,11,1.50755672288882,0,11,0,2.72727272727273,44.0909090909091,64.5454545454545,10,0,1,11,1,11,11,10,0,6,7
"SMC02152 2010-07-14",5,11,0,0,11,0,5.45454545454545,11,6.87551650952329,33.1818181818182,11,20.7090230663746,2.27272727272727,11,2.61116483933547,17.7272727272727,11,10.0904995821903,23.1818181818182,11,6.03022689155527,5,11,0,2.72727272727273,11,2.61116483933547,10.4545454545455,38.6363636363636,61.3636363636364,11,0,8,11,5,11,11,11,6,7,8
"SMC02167 2010-06-07",4.09090909090909,11,2.02259958738973,0,11,0,2.72727272727273,11,2.61116483933547,2.27272727272727,11,2.61116483933547,0,11,0,0,11,0,3.63636363636364,11,2.33549683248457,5,11,0,0,11,0,2.72727272727273,11.3636363636364,15.4545454545455,9,0,6,5,0,0,8,11,0,5,5
"SMC02206 2011-07-19",13.6363636363636,11,10.9751786069542,0,11,0,10.9090909090909,11,11.3618180363404,6.81818181818182,11,6.03022689155527,0,11,0,0,11,0,0.909090909090909,11,2.02259958738973,0,11,0,0,11,0,10.9090909090909,11.8181818181818,25.4545454545455,10,0,8,11,0,0,2,0,0,4,4
"SMC02228 2009-06-23",0,11,0,0,11,0,0,11,0,21.1363636363636,11,24.0926242957164,0,11,0,0,11,0,0,11,0,0.454545454545455,11,1.50755672288882,0,11,0,0,0.454545454545455,0.454545454545455,0,0,0,11,0,0,0,1,0,2,2
"SMC02270 2010-06-30",1.36363636363636,11,2.33549683248457,0,11,0,0,11,0,36.8181818181818,11,16.3970618210592,0,11,0,0,11,0,0.909090909090909,11,2.02259958738973,5,11,0,0,11,0,0,5.90909090909091,7.27272727272727,3,0,0,11,0,0,2,11,0,4,4
"SMC02417 2011-07-20",3.63636363636364,11,2.33549683248457,0,11,0,0,11,0,17.7272727272727,11,10.0904995821903,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,3.63636363636364,8,0,0,11,0,0,0,0,0,2,2
"SMC02436 2009-05-28",14.0909090909091,11,10.4446593573419,0,11,0,0,11,0,24.3181818181818,11,13.6056472232539,5,11,0,0,11,0,14.0909090909091,11,10.4446593573419,0,11,0,0.454545454545455,11,1.50755672288882,5.45454545454545,19.5454545454545,33.6363636363636,11,0,0,11,11,0,11,0,1,5,5
"SMC02452 2011-06-30",23.1818181818182,11,6.03022689155527,0,11,0,0.454545454545455,11,1.50755672288882,19.5454545454545,11,9.34198732993828,0,11,0,3.63636363636364,11,2.33549683248457,6.81818181818182,11,6.03022689155527,5,11,0,0,11,0,0.454545454545455,12.2727272727273,39.0909090909091,11,0,1,11,0,8,11,11,0,5,6
"SMC02457 2010-05-31",40.4545454545455,11,27.7447783785116,1.81818181818182,11,2.52262489554756,1.36363636363636,11,2.33549683248457,0,11,0,0,11,0,14.0909090909091,11,10.4446593573419,44.3181818181818,11,32.4440077111881,15.2272727272727,11,16.7501696056542,2.72727272727273,11,7.53778361444409,5.90909090909091,63.6363636363636,118.181818181818,11,4,3,0,0,11,11,11,2,6,7
"SMC02464 2011-06-22",0.454545454545455,11,1.50755672288882,0,11,0,68.4090909090909,11,15.1357493732854,5,11,0,0.454545454545455,11,1.50755672288882,0,11,0,0,11,0,5,11,0,0,11,0,68.8636363636364,73.8636363636364,74.3181818181818,1,0,11,11,1,0,0,11,0,5,5
"SMC02536 2011-06-29",0,11,0,0,11,0,0,11,0,87.5,11,0,0,11,0,0,11,0,0.454545454545455,11,1.50755672288882,3.63636363636364,11,2.33549683248457,0,11,0,0,4.09090909090909,4.09090909090909,0,0,0,11,0,0,1,8,0,3,3
"SMC02548 2010-07-09",5,11,0,0,11,0,0,11,0,0.454545454545455,11,1.50755672288882,0,11,0,12.2727272727273,11,10.0904995821903,17.7272727272727,11,10.0904995821903,10.4545454545455,11,9.34198732993828,1.36363636363636,11,2.33549683248457,1.36363636363636,29.5454545454545,46.8181818181818,11,0,0,1,0,11,11,11,3,5,6
"SMC02563 2010-06-24",42.0454545454545,11,22.3555972246936,15.9090909090909,11,35.3954927793202,5.90909090909091,11,9.70004686024295,39.0909090909091,11,22.2562555047094,0,11,0,0,11,0,4.54545454545455,11,1.50755672288882,0.909090909090909,11,2.02259958738973,0.909090909090909,11,2.02259958738973,22.7272727272727,12.2727272727273,54.3181818181818,11,2,5,11,0,0,10,2,2,7,7
"SMC02573 2010-06-09",5,11,0,0,11,0,0,11,0,5,11,0,0,11,0,0,11,0,5,11,0,5,11,0,0,11,0,0,10,15,11,0,0,11,0,0,11,11,0,4,4
"SMC02591 2011-07-21",5,11,0,0,11,0,67.9545454545455,11,25.1201657493084,5,11,0,0,11,0,5,11,0,5,11,0,5,11,0,2.72727272727273,11,2.61116483933547,70.6818181818182,80.6818181818182,90.6818181818182,11,0,11,11,0,11,11,11,6,6,7
"SMC02622 2010-06-15",1.81818181818182,11,2.52262489554756,0,11,0,0,11,0,87.5,11,0,0,11,0,0,11,0,0,11,0,4.54545454545455,11,1.50755672288882,0,11,0,0,4.54545454545455,6.36363636363636,4,0,0,11,0,0,0,10,0,3,3
"SMC02644 2011-06-30",4.54545454545455,11,1.50755672288882,3.18181818181818,11,2.52262489554756,35,11,18.7749833555186,40.9090909090909,11,19.8831815635956,0,11,0,18.8636363636364,11,16.2543700417625,11.5909090909091,11,16.3658458104343,5,11,0,4.54545454545455,11,1.50755672288882,42.7272727272727,56.1363636363636,79.5454545454545,10,7,11,11,0,11,11,11,10,7,8
"SMC02656 2009-06-23",0,11,0,87.5,11,0,0,11,0,4.54545454545455,11,1.50755672288882,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,87.5,0,0,0,11,0,10,0,0,0,0,0,2,2
"SMC02749 2011-06-27",11.5909090909091,11,16.3658458104343,0,11,0,0,11,0,5,11,0,0,11,0,0,11,0,3.18181818181818,11,2.52262489554756,5,11,0,0,11,0,0,8.18181818181818,19.7727272727273,11,0,0,11,0,0,7,11,0,4,4
"SMC02804 2011-06-20",0,11,0,0,11,0,0,11,0,57.5,11,0,0,11,0,0,11,0,1.36363636363636,11,2.33549683248457,0.454545454545455,11,1.50755672288882,0,11,0,0,1.81818181818182,1.81818181818182,0,0,0,11,0,0,3,1,0,3,3
"SMC02884 2010-06-23",5,11,0,0,11,0,5,11,0,39.5454545454545,11,21.789280099919,0,11,0,5,11,0,6.81818181818182,11,6.03022689155527,5,11,0,3,10,NA,8,19.8181818181818,29.8181818181818,11,0,11,11,0,11,11,11,6,6,7
"SMC02902 2011-08-02",15,11,29.3044365241852,0.454545454545455,11,1.50755672288882,2.72727272727273,11,2.61116483933547,0,11,0,1.36363636363636,11,2.33549683248457,14.0909090909091,11,10.4446593573419,18.8636363636364,11,16.2543700417625,17.7272727272727,11,10.0904995821903,7.27272727272727,11,9.04534033733291,11.8181818181818,47.9545454545455,77.0454545454545,6,1,6,0,3,11,11,11,8,7,8
"SMC02933 2010-06-01",12.2727272727273,11,10.0904995821903,0,11,0,0.454545454545455,11,1.50755672288882,1.36363636363636,11,2.33549683248457,0.454545454545455,11,1.50755672288882,36.1363636363636,11,21.718760219095,42.5,11,21.8231528427952,10,11,9.74679434480896,25.4545454545455,11,18.194029989882,26.3636363636364,78.8636363636364,127.272727272727,11,0,1,3,1,11,11,10,11,7,8
"SMC02947 2011-07-12",12.2727272727273,11,10.0904995821903,0,11,0,4.09090909090909,11,2.02259958738973,25,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,4.09090909090909,4.09090909090909,16.3636363636364,11,0,9,11,0,0,0,0,0,3,3
"SMC02976 2010-07-27",0,11,0,0,11,0,43.6363636363636,11,24.0146735446174,0,11,0,5,11,10,8.63636363636364,11,8.0903983495589,14.0909090909091,11,10.4446593573419,2.72727272727273,11,2.61116483933547,0.909090909090909,11,2.02259958738973,49.5454545454545,66.3636363636364,75,0,0,11,0,3,11,11,6,2,5,6
"SMC02984 2010-06-23",4.54545454545455,11,1.50755672288882,0,11,0,4.54545454545455,11,1.50755672288882,24.3181818181818,11,13.6056472232539,0,11,0,0,11,0,4.54545454545455,11,1.50755672288882,5,11,0,0,11,0,4.54545454545455,14.0909090909091,18.6363636363636,10,0,10,11,0,0,10,11,0,5,5
"SMC03110 2011-07-26",32.2727272727273,11,28.4485180952924,0,11,0,2.27272727272727,11,2.61116483933547,15.9090909090909,11,10.4446593573419,0.454545454545455,11,1.50755672288882,5,11,0,27.2727272727273,11,16.8987627303948,4.09090909090909,11,2.02259958738973,0,11,0,2.72727272727273,34.0909090909091,71.3636363636364,11,0,5,11,1,11,11,9,0,6,7
"SMC03133 2010-06-02",0,11,0,0,11,0,0,11,0,52.2727272727273,11,17.3369023132214,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1
"SMC03216 2011-07-27",0.454545454545455,11,1.50755672288882,0,11,0,45.6818181818182,11,16.3970618210592,2.27272727272727,11,2.61116483933547,0.454545454545455,11,1.50755672288882,5,11,0,51.8181818181818,11,41.3837363750983,10.4545454545455,11,9.34198732993828,0.454545454545455,11,1.50755672288882,46.5909090909091,108.863636363636,114.318181818182,1,0,11,5,1,11,11,11,1,7,8
"SMC03234 2011-06-28",6.81818181818182,11,6.03022689155527,0,11,0,1.36363636363636,11,2.33549683248457,3.63636363636364,11,2.33549683248457,0,11,0,0,11,0,31.3636363636364,11,22.3148951477381,5,11,0,1.36363636363636,11,2.33549683248457,2.72727272727273,39.0909090909091,45.9090909090909,11,0,3,8,0,0,11,11,3,6,6
"SMC03268 2009-05-28",33.8636363636364,11,15.1807294111497,0,11,0,0.454545454545455,11,1.50755672288882,19.5454545454545,11,9.34198732993828,5,11,0,0,11,0,17.5,11,17.6422787643774,0,11,0,0,11,0,5.45454545454545,22.9545454545455,56.8181818181818,11,0,1,11,11,0,8,0,0,5,5
"SMC03280 2011-08-11",1.36363636363636,11,2.33549683248457,0,11,0,39.0909090909091,11,22.2562555047094,4.09090909090909,11,2.02259958738973,0.454545454545455,11,1.50755672288882,5,11,0,52.2727272727273,11,25.23525672186,8.63636363636364,11,8.0903983495589,0.454545454545455,11,1.50755672288882,40,100.909090909091,107.272727272727,3,0,11,9,1,11,11,11,1,7,8
"SMC03304 2011-06-29",0,11,0,0,11,0,0,11,0,87.5,11,0,0,11,0,0,11,0,0,11,0,4.54545454545455,11,1.50755672288882,0,11,0,0,4.54545454545455,4.54545454545455,0,0,0,11,0,0,0,10,0,2,2
"SMC03510 2011-07-21",25,11,0,0,11,0,0,11,0,48.6363636363636,11,15.1807294111497,0,11,0,5,11,0,5,11,0,0,11,0,0,11,0,0,5,35,11,0,0,11,0,11,11,0,0,3,4
"SMC03533 2010-06-01",5,11,0,0,11,0,0,11,0,5,11,0,0,11,0,0,11,0,10.4545454545455,11,9.34198732993828,5,11,0,0,11,0,0,15.4545454545455,20.4545454545455,11,0,0,11,0,0,11,11,0,4,4
"SMC03687 2010-06-02",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
